wannier90 format for vmcdry.out or HPhi -sdry
         5
       343
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1
   -3   -3   -3    1    1  -0.0005978730  -0.0000000000
   -3   -3   -3    1    2   0.0000951350   0.0000003012
   -3   -3   -3    1    3   0.0000017422  -0.0000000001
   -3   -3   -3    1    4  -0.0000382776   0.0000000512
   -3   -3   -3    1    5  -0.0000000718  -0.0000000000
   -3   -3   -3    2    1   0.0000951350  -0.0000003012
   -3   -3   -3    2    2  -0.0002097981  -0.0000000000
   -3   -3   -3    2    3   0.0000008369  -0.0000000000
   -3   -3   -3    2    4   0.0000129899  -0.0000000341
   -3   -3   -3    2    5   0.0000004043   0.0000000001
   -3   -3   -3    3    1   0.0000017422   0.0000000001
   -3   -3   -3    3    2   0.0000008369   0.0000000000
   -3   -3   -3    3    3   0.0000043503  -0.0000000000
   -3   -3   -3    3    4  -0.0000007125   0.0000000000
   -3   -3   -3    3    5  -0.0000014568   0.0000000310
   -3   -3   -3    4    1  -0.0000382776  -0.0000000512
   -3   -3   -3    4    2   0.0000129899   0.0000000341
   -3   -3   -3    4    3  -0.0000007125  -0.0000000000
   -3   -3   -3    4    4  -0.0003466106  -0.0000000000
   -3   -3   -3    4    5   0.0000004764  -0.0000000000
   -3   -3   -3    5    1  -0.0000000718   0.0000000000
   -3   -3   -3    5    2   0.0000004043  -0.0000000001
   -3   -3   -3    5    3  -0.0000014568  -0.0000000310
   -3   -3   -3    5    4   0.0000004764   0.0000000000
   -3   -3   -3    5    5   0.0000097400  -0.0000000000
   -3   -3   -2    1    1  -0.0005749715   0.0000000000
   -3   -3   -2    1    2   0.0001396713   0.0000009742
   -3   -3   -2    1    3   0.0000295618  -0.0000000000
   -3   -3   -2    1    4  -0.0000305492  -0.0000003011
   -3   -3   -2    1    5  -0.0000018486   0.0000000000
   -3   -3   -2    2    1   0.0001428597  -0.0000009742
   -3   -3   -2    2    2  -0.0004783108  -0.0000000000
   -3   -3   -2    2    3  -0.0000011965  -0.0000000000
   -3   -3   -2    2    4   0.0002332629  -0.0000000795
   -3   -3   -2    2    5  -0.0000018258   0.0000000001
   -3   -3   -2    3    1   0.0000295619   0.0000000000
   -3   -3   -2    3    2  -0.0000014253   0.0000000000
   -3   -3   -2    3    3   0.0000004968  -0.0000000000
   -3   -3   -2    3    4   0.0000013343   0.0000000001
   -3   -3   -2    3    5  -0.0000012409   0.0000000607
   -3   -3   -2    4    1  -0.0000273607   0.0000003011
   -3   -3   -2    4    2   0.0003835860   0.0000000795
   -3   -3   -2    4    3   0.0000015627  -0.0000000001
   -3   -3   -2    4    4  -0.0006680023  -0.0000000000
   -3   -3   -2    4    5  -0.0000018781  -0.0000000000
   -3   -3   -2    5    1   0.0000016897  -0.0000000000
   -3   -3   -2    5    2  -0.0000019578  -0.0000000001
   -3   -3   -2    5    3  -0.0000009189  -0.0000000607
   -3   -3   -2    5    4  -0.0000017461   0.0000000000
   -3   -3   -2    5    5   0.0000079154  -0.0000000000
   -3   -3   -1    1    1   0.0003991721  -0.0000000000
   -3   -3   -1    1    2  -0.0000130310   0.0000006024
   -3   -3   -1    1    3   0.0000109180  -0.0000000001
   -3   -3   -1    1    4   0.0001171291   0.0000001024
   -3   -3   -1    1    5  -0.0000017963  -0.0000000001
   -3   -3   -1    2    1  -0.0000086766  -0.0000006024
   -3   -3   -1    2    2  -0.0004619405  -0.0000000000
   -3   -3   -1    2    3  -0.0000006997  -0.0000000000
   -3   -3   -1    2    4   0.0008389749  -0.0000000683
   -3   -3   -1    2    5  -0.0000003253   0.0000000001
   -3   -3   -1    3    1   0.0000109179   0.0000000001
   -3   -3   -1    3    2  -0.0000009742   0.0000000000
   -3   -3   -1    3    3  -0.0000016657  -0.0000000000
   -3   -3   -1    3    4   0.0000005756   0.0000000000
   -3   -3   -1    3    5   0.0000013786   0.0000000620
   -3   -3   -1    4    1   0.0001214835  -0.0000001024
   -3   -3   -1    4    2   0.0009783590   0.0000000683
   -3   -3   -1    4    3   0.0000008496  -0.0000000001
   -3   -3   -1    4    4  -0.0005633209  -0.0000000000
   -3   -3   -1    4    5  -0.0000005553  -0.0000000000
   -3   -3   -1    5    1   0.0000019402   0.0000000001
   -3   -3   -1    5    2  -0.0000004836  -0.0000000001
   -3   -3   -1    5    3   0.0000016333  -0.0000000620
   -3   -3   -1    5    4  -0.0000003971   0.0000000000
   -3   -3   -1    5    5  -0.0000073044  -0.0000000000
   -3   -3    0    1    1  -0.0062480144  -0.0000000000
   -3   -3    0    1    2  -0.0001187147   0.0000009742
   -3   -3    0    1    3   0.0001264098  -0.0000000000
   -3   -3    0    1    4   0.0002246495  -0.0000003011
   -3   -3    0    1    5   0.0000001591   0.0000000000
   -3   -3    0    2    1  -0.0001187147  -0.0000009742
   -3   -3    0    2    2  -0.0003958176  -0.0000000000
   -3   -3    0    2    3   0.0000026217  -0.0000000000
   -3   -3    0    2    4   0.0012247178  -0.0000000795
   -3   -3    0    2    5   0.0000037834   0.0000000001
   -3   -3    0    3    1   0.0001264098   0.0000000000
   -3   -3    0    3    2   0.0000026217   0.0000000000
   -3   -3    0    3    3   0.0000174166  -0.0000000000
   -3   -3    0    3    4  -0.0000028967   0.0000000000
   -3   -3    0    3    5   0.0000022638   0.0000000607
   -3   -3    0    4    1   0.0002246495   0.0000003011
   -3   -3    0    4    2   0.0012247178   0.0000000795
   -3   -3    0    4    3  -0.0000028967  -0.0000000000
   -3   -3    0    4    4  -0.0004925096  -0.0000000000
   -3   -3    0    4    5   0.0000036245  -0.0000000000
   -3   -3    0    5    1   0.0000001591  -0.0000000000
   -3   -3    0    5    2   0.0000037834  -0.0000000001
   -3   -3    0    5    3   0.0000022638  -0.0000000607
   -3   -3    0    5    4   0.0000036245   0.0000000000
   -3   -3    0    5    5  -0.0000147071  -0.0000000000
   -3   -3    1    1    1   0.0003991721   0.0000000000
   -3   -3    1    1    2  -0.0000086766   0.0000006024
   -3   -3    1    1    3   0.0000109179  -0.0000000001
   -3   -3    1    1    4   0.0001214835   0.0000001024
   -3   -3    1    1    5   0.0000019402  -0.0000000001
   -3   -3    1    2    1  -0.0000130310  -0.0000006024
   -3   -3    1    2    2  -0.0004619405   0.0000000000
   -3   -3    1    2    3  -0.0000009742  -0.0000000000
   -3   -3    1    2    4   0.0009783590  -0.0000000683
   -3   -3    1    2    5  -0.0000004836   0.0000000001
   -3   -3    1    3    1   0.0000109180   0.0000000001
   -3   -3    1    3    2  -0.0000006997   0.0000000000
   -3   -3    1    3    3  -0.0000016657   0.0000000000
   -3   -3    1    3    4   0.0000008496   0.0000000001
   -3   -3    1    3    5   0.0000016333   0.0000000620
   -3   -3    1    4    1   0.0001171291  -0.0000001024
   -3   -3    1    4    2   0.0008389749   0.0000000683
   -3   -3    1    4    3   0.0000005756  -0.0000000000
   -3   -3    1    4    4  -0.0005633209   0.0000000000
   -3   -3    1    4    5  -0.0000003971  -0.0000000000
   -3   -3    1    5    1  -0.0000017963   0.0000000001
   -3   -3    1    5    2  -0.0000003253  -0.0000000001
   -3   -3    1    5    3   0.0000013786  -0.0000000620
   -3   -3    1    5    4  -0.0000005553   0.0000000000
   -3   -3    1    5    5  -0.0000073044   0.0000000000
   -3   -3    2    1    1  -0.0005749715  -0.0000000000
   -3   -3    2    1    2   0.0001428597   0.0000009742
   -3   -3    2    1    3   0.0000295619  -0.0000000000
   -3   -3    2    1    4  -0.0000273607  -0.0000003011
   -3   -3    2    1    5   0.0000016897   0.0000000000
   -3   -3    2    2    1   0.0001396713  -0.0000009742
   -3   -3    2    2    2  -0.0004783108   0.0000000000
   -3   -3    2    2    3  -0.0000014253  -0.0000000000
   -3   -3    2    2    4   0.0003835860  -0.0000000795
   -3   -3    2    2    5  -0.0000019578   0.0000000001
   -3   -3    2    3    1   0.0000295618   0.0000000000
   -3   -3    2    3    2  -0.0000011965   0.0000000000
   -3   -3    2    3    3   0.0000004968   0.0000000000
   -3   -3    2    3    4   0.0000015627   0.0000000001
   -3   -3    2    3    5  -0.0000009189   0.0000000607
   -3   -3    2    4    1  -0.0000305492   0.0000003011
   -3   -3    2    4    2   0.0002332629   0.0000000795
   -3   -3    2    4    3   0.0000013343  -0.0000000001
   -3   -3    2    4    4  -0.0006680023   0.0000000000
   -3   -3    2    4    5  -0.0000017461  -0.0000000000
   -3   -3    2    5    1  -0.0000018486  -0.0000000000
   -3   -3    2    5    2  -0.0000018258  -0.0000000001
   -3   -3    2    5    3  -0.0000012409  -0.0000000607
   -3   -3    2    5    4  -0.0000018781   0.0000000000
   -3   -3    2    5    5   0.0000079154   0.0000000000
   -3   -3    3    1    1  -0.0005978730   0.0000000000
   -3   -3    3    1    2   0.0000951350   0.0000003012
   -3   -3    3    1    3   0.0000017422  -0.0000000001
   -3   -3    3    1    4  -0.0000382776   0.0000000512
   -3   -3    3    1    5  -0.0000000718  -0.0000000000
   -3   -3    3    2    1   0.0000951350  -0.0000003012
   -3   -3    3    2    2  -0.0002097981  -0.0000000000
   -3   -3    3    2    3   0.0000008369  -0.0000000000
   -3   -3    3    2    4   0.0000129899  -0.0000000341
   -3   -3    3    2    5   0.0000004043   0.0000000001
   -3   -3    3    3    1   0.0000017422   0.0000000001
   -3   -3    3    3    2   0.0000008369   0.0000000000
   -3   -3    3    3    3   0.0000043503  -0.0000000000
   -3   -3    3    3    4  -0.0000007125   0.0000000000
   -3   -3    3    3    5  -0.0000014568   0.0000000310
   -3   -3    3    4    1  -0.0000382776  -0.0000000512
   -3   -3    3    4    2   0.0000129899   0.0000000341
   -3   -3    3    4    3  -0.0000007125  -0.0000000000
   -3   -3    3    4    4  -0.0003466106  -0.0000000000
   -3   -3    3    4    5   0.0000004764  -0.0000000000
   -3   -3    3    5    1  -0.0000000718   0.0000000000
   -3   -3    3    5    2   0.0000004043  -0.0000000001
   -3   -3    3    5    3  -0.0000014568  -0.0000000310
   -3   -3    3    5    4   0.0000004764   0.0000000000
   -3   -3    3    5    5   0.0000097400   0.0000000000
